"post_id","post","author"
"174","متوفر المجموعات الضمنيه صور طبيعيه\nوكروت شركة مادو ميديا (خورشيد) للتخاطب وصعوبات التعلم\nخصم خاص لطلبات الجمله\n\nلمشاهدة المنتجات والأسعار وشرح أهدافها وفيديوهات لطريقة اللعب والتدريب عليها وتحميل الكتالوج\nتشرفنا بمتابعة موقع الشركه www.safwatoys.com\n\nأو زيارة معرض الشركه في 42 عمارات العاملين بمصر للطيران الماظه مصر الجديدة\nبجوار مستشفى الكهرباء والمستشفى الوطني للعيون\n\nأو التواصل مع المبيعات واتس آب 01001444798","الصفوة لتنمية المهارات"
"175","خصم 30 % على أي قطعه\nخصم 40 % على النص دسته\nخصم 50 % على الدسته\nلتحميل الكتالوج ومشاهدة المنتجات www.safwatoys.com","الصفوة لتنمية المهارات"
"176","","‎الصفوة لتنمية المهارات‎ updated their status."
"177","خصم 30 % على أي قطعه\nخصم 40 % على النص دسته\nخصم 50 % على الدسته\nلتحميل الكتالوج ومشاهدة المنتجات www.safwatoys.com","الصفوة لتنمية المهارات"
"178","","الصفوة لتنمية المهارات"
"179","","الصفوة لتنمية المهارات"
"180","وتستمر الخصومات والمنتجات الجديدة\nمن شركة الصفوة لتنمية المهارات\nللتواصل مع المبيعات واتس آب 01001444798\nللطلبات اون لاين ومتابعة المتجر الإلكتروني www.safwatoys.com","الصفوة لتنمية المهارات"
"181","جديد من شركة الصفوة لتنمية المهارات\nخصم 30 % بأجر بشراء أدوات مونتسوري وتنمية المهارات\nللتواصل مع المبيعات واتس آب 01001444798\nأو تابع المتجر الإلكتروني www.safwatoys.com","الصفوة لتنمية المهارات"
"182","متوفر الآن بازل الملابس ولد أو بنت\nبسعر 30 جنيه بدلا من 45 جنيه","الصفوة لتنمية المهارات"
"183","","الصفوة لتنمية المهارات"
"184","صندوق المطابقة كبير بلاستيك\nالان بسعر 98 جنيه فقط","الصفوة لتنمية المهارات"
"185","خصم 30 % على ليجو سبايدر مان 235 قطعه\nالان بسعر 150.5 جنيه بدلا من 215 جنيه","الصفوة لتنمية المهارات"
"186","الان متوفر متاهه و عامود خلقات بسعر 98 جنيه بدلا من 140 جنيه","الصفوة لتنمية المهارات"
"187","","الصفوة لتنمية المهارات"
"188","متوفر الآن حقيبة مونتسوري 14 قطعه\nلتعليم الاطفال عدة مفاهيم مثل الاشكال الهندسية والكسور والأحجام ......\nبسعر 371 جنيه بدلا من 530 جنيه","الصفوة لتنمية المهارات"
"189","متوفر الان ميكانو طائره بلاستيك بخصم 30 %","الصفوة لتنمية المهارات"
"190","خصم 30% على الميزان الان بسعر 115.5 جنيه بدلا من 165 جنيه","الصفوة لتنمية المهارات"
"191","خصم 30% على بازل مراحل النمو الان بسعر 59.5 جنيه بدلا من85 جنيه","الصفوة لتنمية المهارات"
"192","","الصفوة لتنمية المهارات"
"193","","الصفوة لتنمية المهارات"
"194","","الصفوة لتنمية المهارات"
"195","","الصفوة لتنمية المهارات"
"196","","الصفوة لتنمية المهارات"
"197","","الصفوة لتنمية المهارات"
"198","","الصفوة لتنمية المهارات"
"199","","الصفوة لتنمية المهارات"
"200","","الصفوة لتنمية المهارات"
